"NDB_No","Nutrient","Nutr_Val","Units"
"09229",Vitamin B-12,0.0,mcg
"09232",Vitamin B-12,0.0,mcg
"09233",Vitamin B-12,0.0,mcg
"09236",Vitamin B-12,0.0,mcg
"09237",Vitamin B-12,0.0,mcg
"09241",Vitamin B-12,0.0,mcg
"09246",Vitamin B-12,0.0,mcg
"09251",Vitamin B-12,0.0,mcg
"09252",Vitamin B-12,0.0,mcg
"09253",Vitamin B-12,0.0,mcg
"09257",Vitamin B-12,0.0,mcg
"09259",Vitamin B-12,0.0,mcg
"09262",Vitamin B-12,0.0,mcg
"09263",Vitamin B-12,0.0,mcg
"09266",Vitamin B-12,0.0,mcg
"09267",Vitamin B-12,0.0,mcg
"09270",Vitamin B-12,0.0,mcg
"09277",Vitamin B-12,0.0,mcg
"09278",Vitamin B-12,0.0,mcg
"09279",Vitamin B-12,0.0,mcg
"09281",Vitamin B-12,0.0,mcg
"09284",Vitamin B-12,0.0,mcg
"09286",Vitamin B-12,0.0,mcg
"09291",Vitamin B-12,0.0,mcg
"09294",Vitamin B-12,0.0,mcg
"09297",Vitamin B-12,0.0,mcg
"09298",Vitamin B-12,0.0,mcg
"09302",Vitamin B-12,0.0,mcg
"09304",Vitamin B-12,0.0,mcg
"09307",Vitamin B-12,0.0,mcg
"09309",Vitamin B-12,0.0,mcg
"09315",Vitamin B-12,0.0,mcg
"09316",Vitamin B-12,0.0,mcg
"09317",Vitamin B-12,0.0,mcg
"09322",Vitamin B-12,0.0,mcg
"09326",Vitamin B-12,0.0,mcg
"09328",Vitamin B-12,0.0,mcg
"09340",Vitamin B-12,0.0,mcg
"09352",Vitamin B-12,0.0,mcg
"09409",Vitamin B-12,0.0,mcg
"09426",Vitamin B-12,0.0,mcg
"09434",Vitamin B-12,0.0,mcg
"09436",Vitamin B-12,0.0,mcg
"09442",Vitamin B-12,0.0,mcg
"09508",Vitamin B-12,0.63,mcg
"09513",Vitamin B-12,0.0,mcg
"09515",Vitamin B-12,0.55,mcg
"09516",Vitamin B-12,0.0,mcg
"09519",Vitamin B-12,0.0,mcg
"09530",Vitamin B-12,0.0,mcg
"09531",Vitamin B-12,0.0,mcg
"10007",Vitamin B-12,0.54,mcg
"10022",Vitamin B-12,0.7,mcg
"10026",Vitamin B-12,0.72,mcg
"10089",Vitamin B-12,1.08,mcg
"10136",Vitamin B-12,0.7,mcg
"10182",Vitamin B-12,0.8,mcg
"10220",Vitamin B-12,0.54,mcg
"10862",Vitamin B-12,1.09,mcg
"10998",Vitamin B-12,0.43,mcg
"11001",Vitamin B-12,0.0,mcg
"11008",Vitamin B-12,0.0,mcg
"11011",Vitamin B-12,0.0,mcg
"11012",Vitamin B-12,0.0,mcg
"11015",Vitamin B-12,0.0,mcg
"11023",Vitamin B-12,0.0,mcg
"11025",Vitamin B-12,0.0,mcg
"11026",Vitamin B-12,0.0,mcg
"11028",Vitamin B-12,0.0,mcg
"11032",Vitamin B-12,0.0,mcg
"11043",Vitamin B-12,0.0,mcg
"11050",Vitamin B-12,0.0,mcg
"11052",Vitamin B-12,0.0,mcg
"11053",Vitamin B-12,0.0,mcg
"11056",Vitamin B-12,0.0,mcg
"11080",Vitamin B-12,0.0,mcg
"11081",Vitamin B-12,0.0,mcg
"11084",Vitamin B-12,0.0,mcg
"11086",Vitamin B-12,0.0,mcg
"11087",Vitamin B-12,0.0,mcg
"11090",Vitamin B-12,0.0,mcg
"11091",Vitamin B-12,0.0,mcg
"11096",Vitamin B-12,0.0,mcg
"11097",Vitamin B-12,0.0,mcg
"11098",Vitamin B-12,0.0,mcg
"11099",Vitamin B-12,0.0,mcg
"11104",Vitamin B-12,0.0,mcg
"11105",Vitamin B-12,0.0,mcg
"11109",Vitamin B-12,0.0,mcg
"11110",Vitamin B-12,0.0,mcg
"11112",Vitamin B-12,0.0,mcg
"11113",Vitamin B-12,0.0,mcg
"11114",Vitamin B-12,0.0,mcg
"11117",Vitamin B-12,0.0,mcg
"11118",Vitamin B-12,0.0,mcg
"11119",Vitamin B-12,0.0,mcg
"11124",Vitamin B-12,0.0,mcg
"11125",Vitamin B-12,0.0,mcg
"11128",Vitamin B-12,0.0,mcg
"11134",Vitamin B-12,0.0,mcg
"11135",Vitamin B-12,0.0,mcg
"11136",Vitamin B-12,0.0,mcg
"11141",Vitamin B-12,0.0,mcg
"11143",Vitamin B-12,0.0,mcg
"11144",Vitamin B-12,0.0,mcg
"11147",Vitamin B-12,0.0,mcg
"11148",Vitamin B-12,0.0,mcg
"11149",Vitamin B-12,0.0,mcg
"11152",Vitamin B-12,0.0,mcg
"11156",Vitamin B-12,0.0,mcg
"11158",Vitamin B-12,0.0,mcg
"11161",Vitamin B-12,0.0,mcg
"11162",Vitamin B-12,0.0,mcg
"11165",Vitamin B-12,0.0,mcg
"11168",Vitamin B-12,0.0,mcg
"11172",Vitamin B-12,0.0,mcg
"11192",Vitamin B-12,0.0,mcg
"11203",Vitamin B-12,0.0,mcg
"11204",Vitamin B-12,0.0,mcg
"11205",Vitamin B-12,0.0,mcg
"11206",Vitamin B-12,0.0,mcg
"11207",Vitamin B-12,0.0,mcg
"11208",Vitamin B-12,0.0,mcg
"11209",Vitamin B-12,0.0,mcg
"11210",Vitamin B-12,0.0,mcg
"11212",Vitamin B-12,0.0,mcg
"11213",Vitamin B-12,0.0,mcg
"11214",Vitamin B-12,0.0,mcg
"11215",Vitamin B-12,0.0,mcg
"11216",Vitamin B-12,0.0,mcg
"11223",Vitamin B-12,0.0,mcg
"11226",Vitamin B-12,0.0,mcg
"11232",Vitamin B-12,0.0,mcg
"11234",Vitamin B-12,0.0,mcg
"11241",Vitamin B-12,0.0,mcg
"11242",Vitamin B-12,0.0,mcg
"11245",Vitamin B-12,0.0,mcg
"11246",Vitamin B-12,0.0,mcg
"11250",Vitamin B-12,0.0,mcg
"11251",Vitamin B-12,0.0,mcg
"11252",Vitamin B-12,0.0,mcg
"11253",Vitamin B-12,0.0,mcg
"11255",Vitamin B-12,0.0,mcg
"11261",Vitamin B-12,0.0,mcg
"11264",Vitamin B-12,0.0,mcg
"11268",Vitamin B-12,0.0,mcg
"11269",Vitamin B-12,0.0,mcg
"11270",Vitamin B-12,0.0,mcg
"11271",Vitamin B-12,0.0,mcg
"11278",Vitamin B-12,0.0,mcg
"11279",Vitamin B-12,0.0,mcg
"11280",Vitamin B-12,0.0,mcg
"11282",Vitamin B-12,0.0,mcg
"11291",Vitamin B-12,0.0,mcg
"11292",Vitamin B-12,0.0,mcg
"11296",Vitamin B-12,0.0,mcg
"11297",Vitamin B-12,0.0,mcg
"11299",Vitamin B-12,0.0,mcg
"11300",Vitamin B-12,0.0,mcg
"11301",Vitamin B-12,0.0,mcg
"11304",Vitamin B-12,0.0,mcg
"11305",Vitamin B-12,0.0,mcg
"11323",Vitamin B-12,0.0,mcg
"11327",Vitamin B-12,0.0,mcg
"11329",Vitamin B-12,0.0,mcg
"11333",Vitamin B-12,0.0,mcg
"11334",Vitamin B-12,0.0,mcg
"11344",Vitamin B-12,0.0,mcg
"11345",Vitamin B-12,0.0,mcg
"11349",Vitamin B-12,0.0,mcg
"11351",Vitamin B-12,0.0,mcg
"11363",Vitamin B-12,0.0,mcg
"11364",Vitamin B-12,0.0,mcg
"11370",Vitamin B-12,0.0,mcg
"11378",Vitamin B-12,0.0,mcg
"11391",Vitamin B-12,0.0,mcg
"11399",Vitamin B-12,0.0,mcg
"11400",Vitamin B-12,0.0,mcg
"11403",Vitamin B-12,0.0,mcg
"11413",Vitamin B-12,0.0,mcg
"11417",Vitamin B-12,0.0,mcg
"11419",Vitamin B-12,0.0,mcg
"11423",Vitamin B-12,0.0,mcg
"11424",Vitamin B-12,0.0,mcg
"11429",Vitamin B-12,0.0,mcg
"11430",Vitamin B-12,0.0,mcg
"11431",Vitamin B-12,0.0,mcg
"11435",Vitamin B-12,0.0,mcg
"11436",Vitamin B-12,0.0,mcg
"11438",Vitamin B-12,0.0,mcg
"11439",Vitamin B-12,0.0,mcg
"11442",Vitamin B-12,0.0,mcg
"11444",Vitamin B-12,0.0,mcg
"11445",Vitamin B-12,0.0,mcg
"11446",Vitamin B-12,0.0,mcg
"11453",Vitamin B-12,0.0,mcg
"11457",Vitamin B-12,0.0,mcg
"11458",Vitamin B-12,0.0,mcg
"11461",Vitamin B-12,0.0,mcg
"11468",Vitamin B-12,0.0,mcg
"11476",Vitamin B-12,0.0,mcg
"11478",Vitamin B-12,0.0,mcg
"11491",Vitamin B-12,0.0,mcg
"11493",Vitamin B-12,0.0,mcg
"11502",Vitamin B-12,0.0,mcg
"11508",Vitamin B-12,0.0,mcg
"11510",Vitamin B-12,0.0,mcg
"11519",Vitamin B-12,0.0,mcg
"11527",Vitamin B-12,0.0,mcg
"11529",Vitamin B-12,0.0,mcg
"11530",Vitamin B-12,0.0,mcg
"11531",Vitamin B-12,0.0,mcg
"11540",Vitamin B-12,0.0,mcg
"11546",Vitamin B-12,0.0,mcg
"11549",Vitamin B-12,0.0,mcg
"11557",Vitamin B-12,0.0,mcg
"11565",Vitamin B-12,0.0,mcg
"11567",Vitamin B-12,0.0,mcg
"11569",Vitamin B-12,0.0,mcg
"11577",Vitamin B-12,0.0,mcg
"11578",Vitamin B-12,0.0,mcg
"11581",Vitamin B-12,0.0,mcg
"11590",Vitamin B-12,0.0,mcg
"11591",Vitamin B-12,0.0,mcg
"11594",Vitamin B-12,0.0,mcg
"11601",Vitamin B-12,0.0,mcg
"11603",Vitamin B-12,0.0,mcg
"11609",Vitamin B-12,0.0,mcg
"11626",Vitamin B-12,0.0,mcg
"11641",Vitamin B-12,0.0,mcg
"11642",Vitamin B-12,0.0,mcg
"11644",Vitamin B-12,0.0,mcg
"11655",Vitamin B-12,0.0,mcg
"11657",Vitamin B-12,0.07,mcg
"11659",Vitamin B-12,0.01,mcg
"11663",Vitamin B-12,0.0,mcg
"11667",Vitamin B-12,0.0,mcg
"11669",Vitamin B-12,0.0,mcg
"11670",Vitamin B-12,0.0,mcg
"11674",Vitamin B-12,0.0,mcg
"11715",Vitamin B-12,0.0,mcg
"11718",Vitamin B-12,0.0,mcg
"11724",Vitamin B-12,0.0,mcg
"11766",Vitamin B-12,0.0,mcg
"11805",Vitamin B-12,0.0,mcg
"11812",Vitamin B-12,0.0,mcg
"11816",Vitamin B-12,0.0,mcg
"11819",Vitamin B-12,0.0,mcg
"11820",Vitamin B-12,0.0,mcg
"11821",Vitamin B-12,0.0,mcg
"11823",Vitamin B-12,0.0,mcg
"11831",Vitamin B-12,0.0,mcg
"11833",Vitamin B-12,0.0,mcg
"11888",Vitamin B-12,0.0,mcg
"11897",Vitamin B-12,0.0,mcg
"11901",Vitamin B-12,0.0,mcg
"11905",Vitamin B-12,0.0,mcg
"11932",Vitamin B-12,0.0,mcg
"11935",Vitamin B-12,0.0,mcg
"11937",Vitamin B-12,0.0,mcg
"11941",Vitamin B-12,0.0,mcg
"11943",Vitamin B-12,0.0,mcg
"11945",Vitamin B-12,0.0,mcg
"11952",Vitamin B-12,0.0,mcg
"11954",Vitamin B-12,0.0,mcg
"11955",Vitamin B-12,0.0,mcg
"11957",Vitamin B-12,0.0,mcg
"11959",Vitamin B-12,0.0,mcg
"11962",Vitamin B-12,0.0,mcg
"11963",Vitamin B-12,0.0,mcg
"11964",Vitamin B-12,0.0,mcg
"11965",Vitamin B-12,0.0,mcg
"11967",Vitamin B-12,0.0,mcg
"11969",Vitamin B-12,0.0,mcg
"11974",Vitamin B-12,0.0,mcg
"11976",Vitamin B-12,0.0,mcg
"11977",Vitamin B-12,0.0,mcg
"11979",Vitamin B-12,0.0,mcg
"11983",Vitamin B-12,0.0,mcg
"11994",Vitamin B-12,0.0,mcg
"12014",Vitamin B-12,0.0,mcg
"12023",Vitamin B-12,0.0,mcg
"12036",Vitamin B-12,0.0,mcg
"12061",Vitamin B-12,0.0,mcg
"12062",Vitamin B-12,0.0,mcg
"12078",Vitamin B-12,0.0,mcg
"12104",Vitamin B-12,0.0,mcg
"12108",Vitamin B-12,0.0,mcg
"12116",Vitamin B-12,0.0,mcg
"12117",Vitamin B-12,0.0,mcg
"12119",Vitamin B-12,0.0,mcg
"12120",Vitamin B-12,0.0,mcg
"12142",Vitamin B-12,0.0,mcg
"12147",Vitamin B-12,0.0,mcg
"12155",Vitamin B-12,0.0,mcg
"12157",Vitamin B-12,0.0,mcg
"12166",Vitamin B-12,0.0,mcg
"12167",Vitamin B-12,0.0,mcg
"12179",Vitamin B-12,0.0,mcg
"12220",Vitamin B-12,0.0,mcg
"12516",Vitamin B-12,0.0,mcg
"12529",Vitamin B-12,0.0,mcg
"12537",Vitamin B-12,0.0,mcg
"12538",Vitamin B-12,0.0,mcg
"12563",Vitamin B-12,0.0,mcg
"12585",Vitamin B-12,0.0,mcg
"12588",Vitamin B-12,0.0,mcg
"12632",Vitamin B-12,0.0,mcg
"12635",Vitamin B-12,0.0,mcg
"12652",Vitamin B-12,0.0,mcg
"12695",Vitamin B-12,0.0,mcg
"13317",Vitamin B-12,2.65,mcg
"13327",Vitamin B-12,83.13,mcg
"13347",Vitamin B-12,1.63,mcg
"13355",Vitamin B-12,1.87,mcg
"13804",Vitamin B-12,2.4,mcg
"13840",Vitamin B-12,2.34,mcg
"13930",Vitamin B-12,1.59,mcg
"14016",Vitamin B-12,1.25,mcg
"14038",Vitamin B-12,1.25,mcg
"14044",Vitamin B-12,0.6,mcg
"14064",Vitamin B-12,0.0,mcg
"14065",Vitamin B-12,0.0,mcg
"14066",Vitamin B-12,2.45,mcg
"14067",Vitamin B-12,0.0,mcg
"14090",Vitamin B-12,0.0,mcg
"14091",Vitamin B-12,0.0,mcg
"14093",Vitamin B-12,1.02,mcg
"14136",Vitamin B-12,0.0,mcg
"14144",Vitamin B-12,0.0,mcg
"14145",Vitamin B-12,0.0,mcg
"14148",Vitamin B-12,0.0,mcg
"14157",Vitamin B-12,0.0,mcg
"14167",Vitamin B-12,0.25,mcg
"14171",Vitamin B-12,1.25,mcg
"14181",Vitamin B-12,0.0,mcg
"14185",Vitamin B-12,0.0,mcg
"14189",Vitamin B-12,0.0,mcg
"14192",Vitamin B-12,0.35,mcg
"14202",Vitamin B-12,0.0,mcg
"14209",Vitamin B-12,0.0,mcg
"14210",Vitamin B-12,0.0,mcg
"14216",Vitamin B-12,0.0,mcg
"14224",Vitamin B-12,0.45,mcg
"14237",Vitamin B-12,0.0,mcg
"14278",Vitamin B-12,0.0,mcg
"14309",Vitamin B-12,0.0,mcg
"14347",Vitamin B-12,0.22,mcg
"14355",Vitamin B-12,0.0,mcg
"14411",Vitamin B-12,0.0,mcg
"14460",Vitamin B-12,0.0,mcg
"14461",Vitamin B-12,0.91,mcg
"14545",Vitamin B-12,0.0,mcg
"14555",Vitamin B-12,0.0,mcg
"14639",Vitamin B-12,0.63,mcg
"14649",Vitamin B-12,0.0,mcg
"15002",Vitamin B-12,0.88,mcg
"15008",Vitamin B-12,1.53,mcg
"15012",Vitamin B-12,20.0,mcg
"15014",Vitamin B-12,4.26,mcg
"15016",Vitamin B-12,1.05,mcg
"15017",Vitamin B-12,1.05,mcg
"15020",Vitamin B-12,2.5,mcg
"15025",Vitamin B-12,3.0,mcg
"15027",Vitamin B-12,0.96,mcg
"15029",Vitamin B-12,1.31,mcg
"15035",Vitamin B-12,1.6,mcg
"15036",Vitamin B-12,1.1,mcg
"15040",Vitamin B-12,13.14,mcg
"15046",Vitamin B-12,8.71,mcg
"15055",Vitamin B-12,0.22,mcg
"15060",Vitamin B-12,1.9,mcg
"15062",Vitamin B-12,2.0,mcg
"15067",Vitamin B-12,3.66,mcg
"15068",Vitamin B-12,1.3,mcg
"15071",Vitamin B-12,1.59,mcg
"15072",Vitamin B-12,10.0,mcg
"15084",Vitamin B-12,4.4,mcg
"15086",Vitamin B-12,4.47,mcg
"15088",Vitamin B-12,8.94,mcg
"15089",Vitamin B-12,9.0,mcg
"15091",Vitamin B-12,0.3,mcg
"15094",Vitamin B-12,0.15,mcg
"15101",Vitamin B-12,3.0,mcg
"15105",Vitamin B-12,2.5,mcg
"15110",Vitamin B-12,1.7,mcg
"15114",Vitamin B-12,7.79,mcg
"15117",Vitamin B-12,9.43,mcg
"15119",Vitamin B-12,2.2,mcg
"15121",Vitamin B-12,2.55,mcg
"15131",Vitamin B-12,3.26,mcg
"15133",Vitamin B-12,2.6,mcg
"15138",Vitamin B-12,0.57,mcg
"15140",Vitamin B-12,3.33,mcg
"15141",Vitamin B-12,3.33,mcg
"15146",Vitamin B-12,2.15,mcg
"15148",Vitamin B-12,1.43,mcg
"15151",Vitamin B-12,1.66,mcg
"15152",Vitamin B-12,0.74,mcg
"15155",Vitamin B-12,0.73,mcg
"15157",Vitamin B-12,11.28,mcg
"15160",Vitamin B-12,18.63,mcg
"15164",Vitamin B-12,12.0,mcg
"15167",Vitamin B-12,8.75,mcg
"15170",Vitamin B-12,19.13,mcg
"15175",Vitamin B-12,1.3,mcg
"15192",Vitamin B-12,2.31,mcg
"15230",Vitamin B-12,36.0,mcg
"15235",Vitamin B-12,2.78,mcg
"15237",Vitamin B-12,2.8,mcg
"15247",Vitamin B-12,5.0,mcg
"15262",Vitamin B-12,1.86,mcg
"16006",Vitamin B-12,0.0,mcg
"16010",Vitamin B-12,0.0,mcg
"16015",Vitamin B-12,0.0,mcg
"16017",Vitamin B-12,0.0,mcg
"16028",Vitamin B-12,0.0,mcg
"16033",Vitamin B-12,0.0,mcg
"16034",Vitamin B-12,0.0,mcg
"16039",Vitamin B-12,0.0,mcg
"16041",Vitamin B-12,0.0,mcg
"16043",Vitamin B-12,0.0,mcg
"16048",Vitamin B-12,0.0,mcg
"16050",Vitamin B-12,0.0,mcg
"16053",Vitamin B-12,0.0,mcg
"16055",Vitamin B-12,0.0,mcg
"16057",Vitamin B-12,0.0,mcg
"16059",Vitamin B-12,0.0,mcg
"16063",Vitamin B-12,0.0,mcg
"16069",Vitamin B-12,0.0,mcg
"16070",Vitamin B-12,0.0,mcg
"16072",Vitamin B-12,0.0,mcg
"16081",Vitamin B-12,0.0,mcg
"16082",Vitamin B-12,0.0,mcg
"16084",Vitamin B-12,0.0,mcg
"16085",Vitamin B-12,0.0,mcg
"16086",Vitamin B-12,0.0,mcg
"16087",Vitamin B-12,0.0,mcg
"16089",Vitamin B-12,0.0,mcg
"16090",Vitamin B-12,0.0,mcg
"16098",Vitamin B-12,0.0,mcg
"16099",Vitamin B-12,0.0,mcg
"16103",Vitamin B-12,0.0,mcg
"16104",Vitamin B-12,0.0,mcg
"16107",Vitamin B-12,0.0,mcg
"16109",Vitamin B-12,0.0,mcg
"16112",Vitamin B-12,0.08,mcg
"16113",Vitamin B-12,0.0,mcg
"16115",Vitamin B-12,0.0,mcg
"16118",Vitamin B-12,0.0,mcg
"16120",Vitamin B-12,0.0,mcg
"16122",Vitamin B-12,0.0,mcg
"16124",Vitamin B-12,0.0,mcg
"16125",Vitamin B-12,0.0,mcg
"16127",Vitamin B-12,0.0,mcg
"16129",Vitamin B-12,0.0,mcg
"16137",Vitamin B-12,0.0,mcg
"16139",Vitamin B-12,0.85,mcg
"16147",Vitamin B-12,2.01,mcg
"16150",Vitamin B-12,0.0,mcg
"16168",Vitamin B-12,0.7,mcg
"16172",Vitamin B-12,0.0,mcg
"16225",Vitamin B-12,1.0,mcg
"16230",Vitamin B-12,0.23,mcg
"16316",Vitamin B-12,0.0,mcg
"16326",Vitamin B-12,0.0,mcg
"16347",Vitamin B-12,0.0,mcg
"16397",Vitamin B-12,0.0,mcg
"17060",Vitamin B-12,2.73,mcg
"17106",Vitamin B-12,1.24,mcg
"17136",Vitamin B-12,1.42,mcg
"17143",Vitamin B-12,1.27,mcg
"17157",Vitamin B-12,2.86,mcg
"17159",Vitamin B-12,0.7,mcg
"17169",Vitamin B-12,1.19,mcg
"17173",Vitamin B-12,6.31,mcg
"17179",Vitamin B-12,6.51,mcg
"17181",Vitamin B-12,6.51,mcg
"17225",Vitamin B-12,2.61,mcg
"17344",Vitamin B-12,2.32,mcg
"17346",Vitamin B-12,3.06,mcg
"18005",Vitamin B-12,0.0,mcg
"18010",Vitamin B-12,0.39,mcg
"18029",Vitamin B-12,0.0,mcg
"18033",Vitamin B-12,0.0,mcg
"18037",Vitamin B-12,0.0,mcg
"18042",Vitamin B-12,0.0,mcg
"18060",Vitamin B-12,0.0,mcg
"18064",Vitamin B-12,0.0,mcg
"18069",Vitamin B-12,0.0,mcg
"18075",Vitamin B-12,0.0,mcg
"18079",Vitamin B-12,0.35,mcg
"18080",Vitamin B-12,0.0,mcg
"18096",Vitamin B-12,0.0,mcg
"18102",Vitamin B-12,0.06,mcg
"18108",Vitamin B-12,0.14,mcg
"18110",Vitamin B-12,0.01,mcg
"18114",Vitamin B-12,0.0,mcg
"18128",Vitamin B-12,0.19,mcg
"18133",Vitamin B-12,0.24,mcg
"18141",Vitamin B-12,0.15,mcg
"18147",Vitamin B-12,0.17,mcg
"18151",Vitamin B-12,0.07,mcg
"18158",Vitamin B-12,0.0,mcg
"18166",Vitamin B-12,0.0,mcg
"18170",Vitamin B-12,0.09,mcg
"18172",Vitamin B-12,0.0,mcg
"18173",Vitamin B-12,0.0,mcg
"18177",Vitamin B-12,0.0,mcg
"18178",Vitamin B-12,0.0,mcg
"18185",Vitamin B-12,0.04,mcg
"18191",Vitamin B-12,0.03,mcg
"18192",Vitamin B-12,0.0,mcg
"18210",Vitamin B-12,0.0,mcg
"18211",Vitamin B-12,0.0,mcg
"18214",Vitamin B-12,0.34,mcg
"18216",Vitamin B-12,0.0,mcg
"18228",Vitamin B-12,0.09,mcg
"18229",Vitamin B-12,0.0,mcg
"18235",Vitamin B-12,0.0,mcg
"18239",Vitamin B-12,0.16,mcg
"18241",Vitamin B-12,0.32,mcg
"18243",Vitamin B-12,0.14,mcg
"18245",Vitamin B-12,0.2,mcg
"18249",Vitamin B-12,0.1,mcg
"18253",Vitamin B-12,0.05,mcg
"18254",Vitamin B-12,0.14,mcg
"18256",Vitamin B-12,0.22,mcg
"18260",Vitamin B-12,0.0,mcg
"18262",Vitamin B-12,0.0,mcg
"18266",Vitamin B-12,0.0,mcg
"18271",Vitamin B-12,0.0,mcg
"18272",Vitamin B-12,0.0,mcg
"18274",Vitamin B-12,0.16,mcg
"18279",Vitamin B-12,0.09,mcg
"18283",Vitamin B-12,0.01,mcg
"18304",Vitamin B-12,0.25,mcg
"18305",Vitamin B-12,0.01,mcg
"18308",Vitamin B-12,0.01,mcg
"18320",Vitamin B-12,0.17,mcg
"18323",Vitamin B-12,0.0,mcg
"18324",Vitamin B-12,0.12,mcg
"18326",Vitamin B-12,0.35,mcg
"18328",Vitamin B-12,0.3,mcg
"18338",Vitamin B-12,0.0,mcg
"18342",Vitamin B-12,0.13,mcg
"18350",Vitamin B-12,0.2,mcg
"18351",Vitamin B-12,0.01,mcg
"18354",Vitamin B-12,0.22,mcg
"18356",Vitamin B-12,0.14,mcg
"18360",Vitamin B-12,0.0,mcg
"18363",Vitamin B-12,0.0,mcg
"18403",Vitamin B-12,2.9,mcg
"18451",Vitamin B-12,0.0,mcg
"18933",Vitamin B-12,1.62,mcg
"18938",Vitamin B-12,0.01,mcg
"18951",Vitamin B-12,1.7,mcg
"18963",Vitamin B-12,0.08,mcg
"18964",Vitamin B-12,0.16,mcg
"18969",Vitamin B-12,0.17,mcg
"18970",Vitamin B-12,0.0,mcg
"18973",Vitamin B-12,0.0,mcg
"19001",Vitamin B-12,0.47,mcg
"19002",Vitamin B-12,0.99,mcg
"19003",Vitamin B-12,0.0,mcg
"19008",Vitamin B-12,0.2,mcg
"19009",Vitamin B-12,0.0,mcg
"19014",Vitamin B-12,0.0,mcg
"19015",Vitamin B-12,0.0,mcg
"19025",Vitamin B-12,0.0,mcg
"19026",Vitamin B-12,0.0,mcg
"19031",Vitamin B-12,0.0,mcg
"19033",Vitamin B-12,0.13,mcg
"19034",Vitamin B-12,0.0,mcg
"19036",Vitamin B-12,0.0,mcg
"19041",Vitamin B-12,0.64,mcg
"19047",Vitamin B-12,0.0,mcg
"19049",Vitamin B-12,0.12,mcg
"19051",Vitamin B-12,0.0,mcg
"19062",Vitamin B-12,0.0,mcg
"19069",Vitamin B-12,0.04,mcg
"19074",Vitamin B-12,0.3,mcg
"19078",Vitamin B-12,0.0,mcg
"19080",Vitamin B-12,0.0,mcg
"19087",Vitamin B-12,0.56,mcg
"19095",Vitamin B-12,0.39,mcg
"19097",Vitamin B-12,0.13,mcg
"19108",Vitamin B-12,0.0,mcg
"19109",Vitamin B-12,0.56,mcg
"19111",Vitamin B-12,0.06,mcg
"19115",Vitamin B-12,0.36,mcg
"19116",Vitamin B-12,0.0,mcg
"19120",Vitamin B-12,0.75,mcg
"19125",Vitamin B-12,0.27,mcg
"19126",Vitamin B-12,0.53,mcg
"19127",Vitamin B-12,0.37,mcg
"19132",Vitamin B-12,0.67,mcg
"19134",Vitamin B-12,0.8,mcg
"19135",Vitamin B-12,0.18,mcg
"19136",Vitamin B-12,0.21,mcg
"19141",Vitamin B-12,0.53,mcg
"19142",Vitamin B-12,0.0,mcg
"19143",Vitamin B-12,0.33,mcg
"19144",Vitamin B-12,0.29,mcg
"19150",Vitamin B-12,0.26,mcg
"19151",Vitamin B-12,0.11,mcg
"19152",Vitamin B-12,0.33,mcg
"19154",Vitamin B-12,0.0,mcg
"19155",Vitamin B-12,0.16,mcg
"19156",Vitamin B-12,0.0,mcg
"19159",Vitamin B-12,0.16,mcg
"19160",Vitamin B-12,0.33,mcg
"19162",Vitamin B-12,0.37,mcg
"19163",Vitamin B-12,0.0,mcg
"19165",Vitamin B-12,0.0,mcg
"19177",Vitamin B-12,0.0,mcg
"19183",Vitamin B-12,0.09,mcg
"19193",Vitamin B-12,0.15,mcg
"19201",Vitamin B-12,0.15,mcg
"19218",Vitamin B-12,0.21,mcg
"19249",Vitamin B-12,0.15,mcg
"19270",Vitamin B-12,0.29,mcg
"19293",Vitamin B-12,0.29,mcg
"19296",Vitamin B-12,0.0,mcg
"19297",Vitamin B-12,0.0,mcg
"19300",Vitamin B-12,0.0,mcg
"19303",Vitamin B-12,0.0,mcg
"19304",Vitamin B-12,0.0,mcg
"19334",Vitamin B-12,0.0,mcg
"19335",Vitamin B-12,0.0,mcg
"19370",Vitamin B-12,0.0,mcg
"19400",Vitamin B-12,0.0,mcg
"19404",Vitamin B-12,0.0,mcg
"19411",Vitamin B-12,0.0,mcg
"19415",Vitamin B-12,0.0,mcg
"19418",Vitamin B-12,0.0,mcg
"19434",Vitamin B-12,2.14,mcg
"19435",Vitamin B-12,0.18,mcg
"19437",Vitamin B-12,0.0,mcg
"19438",Vitamin B-12,0.0,mcg
"19441",Vitamin B-12,0.0,mcg
"19524",Vitamin B-12,0.0,mcg
"19719",Vitamin B-12,0.0,mcg
"19816",Vitamin B-12,0.0,mcg
"19896",Vitamin B-12,0.18,mcg
"19905",Vitamin B-12,0.23,mcg
"19912",Vitamin B-12,0.0,mcg
"19918",Vitamin B-12,0.0,mcg
"19920",Vitamin B-12,0.0,mcg
"19923",Vitamin B-12,0.02,mcg
"20033",Vitamin B-12,0.0,mcg
"20037",Vitamin B-12,0.0,mcg
"20055",Vitamin B-12,0.0,mcg
"20061",Vitamin B-12,0.0,mcg
"20063",Vitamin B-12,0.0,mcg
"20068",Vitamin B-12,0.0,mcg
"20080",Vitamin B-12,0.0,mcg
"20081",Vitamin B-12,0.0,mcg
"20089",Vitamin B-12,0.0,mcg
"20118",Vitamin B-12,0.0,mcg
"20121",Vitamin B-12,0.0,mcg
"20125",Vitamin B-12,0.0,mcg
"20126",Vitamin B-12,0.0,mcg
"20134",Vitamin B-12,0.0,mcg
"20137",Vitamin B-12,0.0,mcg
