"NDB_No","Nutrient","Nutr_Val","Units"
"04631",Potassium,36.0,mg
"04633",Potassium,25.0,mg
"04635",Potassium,122.0,mg
"04636",Potassium,102.0,mg
"04639",Potassium,64.0,mg
"04641",Potassium,31.0,mg
"04652",Potassium,0.0,mg
"04659",Potassium,2.0,mg
"04666",Potassium,0.0,mg
"04679",Potassium,0.0,mg
"04686",Potassium,55.0,mg
"04703",Potassium,20.0,mg
"04704",Potassium,61.0,mg
"04705",Potassium,48.0,mg
"04706",Potassium,69.0,mg
"04708",Potassium,31.0,mg
"04709",Potassium,36.0,mg
"05009",Potassium,223.0,mg
"05013",Potassium,243.0,mg
"05028",Potassium,263.0,mg
"05060",Potassium,245.0,mg
"05064",Potassium,256.0,mg
"05103",Potassium,212.0,mg
"05140",Potassium,204.0,mg
"05142",Potassium,252.0,mg
"05147",Potassium,329.0,mg
"05166",Potassium,239.0,mg
"05168",Potassium,239.0,mg
"05220",Potassium,249.0,mg
"05277",Potassium,138.0,mg
"05284",Potassium,224.0,mg
"05306",Potassium,294.0,mg
"05324",Potassium,261.0,mg
"05327",Potassium,214.0,mg
"05642",Potassium,323.0,mg
"06008",Potassium,54.0,mg
"06015",Potassium,70.0,mg
"06018",Potassium,117.0,mg
"06022",Potassium,45.0,mg
"06024",Potassium,133.0,mg
"06027",Potassium,160.0,mg
"06039",Potassium,255.0,mg
"06050",Potassium,127.0,mg
"06067",Potassium,180.0,mg
"06070",Potassium,140.0,mg
"06112",Potassium,225.0,mg
"06116",Potassium,81.0,mg
"06119",Potassium,42.0,mg
"06125",Potassium,109.0,mg
"06150",Potassium,232.0,mg
"06164",Potassium,275.0,mg
"06165",Potassium,163.0,mg
"06166",Potassium,156.0,mg
"06167",Potassium,149.0,mg
"06169",Potassium,128.0,mg
"06175",Potassium,119.0,mg
"06176",Potassium,54.0,mg
"06179",Potassium,288.0,mg
"06194",Potassium,18.0,mg
"06208",Potassium,73.0,mg
"06618",Potassium,99.0,mg
"06749",Potassium,174.0,mg
"06931",Potassium,320.0,mg
"06961",Potassium,564.0,mg
"06962",Potassium,564.0,mg
"06963",Potassium,86.0,mg
"06971",Potassium,800.0,mg
"06972",Potassium,370.0,mg
"06980",Potassium,140.0,mg
"07010",Potassium,281.0,mg
"07013",Potassium,348.0,mg
"07019",Potassium,398.0,mg
"07057",Potassium,274.0,mg
"07072",Potassium,363.0,mg
"07081",Potassium,371.0,mg
"07089",Potassium,304.0,mg
"07919",Potassium,229.0,mg
"07956",Potassium,258.0,mg
"07974",Potassium,156.0,mg
"08001",Potassium,1020.0,mg
"08002",Potassium,267.0,mg
"08003",Potassium,112.0,mg
"08005",Potassium,811.0,mg
"08010",Potassium,186.0,mg
"08011",Potassium,187.0,mg
"08012",Potassium,236.0,mg
"08013",Potassium,641.0,mg
"08014",Potassium,197.0,mg
"08015",Potassium,193.0,mg
"08017",Potassium,231.0,mg
"08018",Potassium,239.0,mg
"08019",Potassium,197.0,mg
"08020",Potassium,168.0,mg
"08023",Potassium,403.0,mg
"08025",Potassium,106.0,mg
"08028",Potassium,518.0,mg
"08029",Potassium,533.0,mg
"08030",Potassium,117.0,mg
"08031",Potassium,363.0,mg
"08032",Potassium,59.0,mg
"08034",Potassium,72.0,mg
"08035",Potassium,206.0,mg
"08037",Potassium,539.0,mg
"08038",Potassium,400.0,mg
"08039",Potassium,336.0,mg
"08045",Potassium,412.0,mg
"08046",Potassium,142.0,mg
"08047",Potassium,268.0,mg
"08048",Potassium,223.0,mg
"08049",Potassium,283.0,mg
"08050",Potassium,222.0,mg
"08054",Potassium,483.0,mg
"08057",Potassium,219.0,mg
"08058",Potassium,179.0,mg
"08059",Potassium,187.0,mg
"08060",Potassium,653.0,mg
"08061",Potassium,525.0,mg
"08064",Potassium,188.0,mg
"08065",Potassium,125.0,mg
"08066",Potassium,116.0,mg
"08067",Potassium,53.0,mg
"08068",Potassium,113.0,mg
"08069",Potassium,76.0,mg
"08071",Potassium,183.0,mg
"08073",Potassium,176.0,mg
"08074",Potassium,607.0,mg
"08078",Potassium,162.0,mg
"08081",Potassium,348.0,mg
"08082",Potassium,369.0,mg
"08083",Potassium,71.0,mg
"08084",Potassium,947.0,mg
"08085",Potassium,964.0,mg
"08087",Potassium,483.0,mg
"08089",Potassium,328.0,mg
"08090",Potassium,141.0,mg
"08101",Potassium,20.0,mg
"08104",Potassium,153.0,mg
"08106",Potassium,115.0,mg
"08121",Potassium,70.0,mg
"08123",Potassium,61.0,mg
"08138",Potassium,186.0,mg
"08146",Potassium,364.0,mg
"08147",Potassium,381.0,mg
"08148",Potassium,387.0,mg
"08159",Potassium,118.0,mg
"08189",Potassium,215.0,mg
"08191",Potassium,327.0,mg
"08192",Potassium,195.0,mg
"08194",Potassium,244.0,mg
"08200",Potassium,322.0,mg
"08202",Potassium,336.0,mg
"08204",Potassium,176.0,mg
"08206",Potassium,201.0,mg
"08211",Potassium,167.0,mg
"08214",Potassium,357.0,mg
"08216",Potassium,438.0,mg
"08218",Potassium,501.0,mg
"08220",Potassium,431.0,mg
"08239",Potassium,230.0,mg
"08243",Potassium,184.0,mg
"08244",Potassium,374.0,mg
"08245",Potassium,355.0,mg
"08259",Potassium,71.0,mg
"08261",Potassium,357.0,mg
"08262",Potassium,318.0,mg
"08263",Potassium,248.0,mg
"08267",Potassium,254.0,mg
"08268",Potassium,163.0,mg
"08270",Potassium,228.0,mg
"08271",Potassium,272.0,mg
"08272",Potassium,201.0,mg
"08273",Potassium,163.0,mg
"08274",Potassium,228.0,mg
"08277",Potassium,253.0,mg
"08284",Potassium,204.0,mg
"08286",Potassium,324.0,mg
"08288",Potassium,51.0,mg
"08290",Potassium,480.0,mg
"08305",Potassium,212.0,mg
"08309",Potassium,102.0,mg
"08318",Potassium,182.0,mg
"08346",Potassium,110.0,mg
"08349",Potassium,104.0,mg
"08376",Potassium,95.0,mg
"08380",Potassium,246.0,mg
"08383",Potassium,229.0,mg
"08386",Potassium,613.0,mg
"08387",Potassium,243.0,mg
"08388",Potassium,277.0,mg
"08390",Potassium,366.0,mg
"08393",Potassium,845.0,mg
"08409",Potassium,82.0,mg
"08435",Potassium,446.0,mg
"08462",Potassium,342.0,mg
"08469",Potassium,126.0,mg
"08484",Potassium,546.0,mg
"08494",Potassium,157.0,mg
"08495",Potassium,181.0,mg
"08500",Potassium,327.0,mg
"08501",Potassium,76.0,mg
"08513",Potassium,249.0,mg
"08531",Potassium,188.0,mg
"08538",Potassium,213.0,mg
"08543",Potassium,254.0,mg
"08544",Potassium,308.0,mg
"08550",Potassium,186.0,mg
"08553",Potassium,200.0,mg
"08554",Potassium,274.0,mg
"08560",Potassium,620.0,mg
"08571",Potassium,291.0,mg
"08579",Potassium,167.0,mg
"08582",Potassium,198.0,mg
"08583",Potassium,214.0,mg
"08584",Potassium,272.0,mg
"08586",Potassium,177.0,mg
"08588",Potassium,129.0,mg
"08592",Potassium,255.0,mg
"08593",Potassium,282.0,mg
"08594",Potassium,186.0,mg
"08595",Potassium,126.0,mg
"08596",Potassium,259.0,mg
"08598",Potassium,372.0,mg
"08599",Potassium,423.0,mg
"08602",Potassium,267.0,mg
"08603",Potassium,204.0,mg
"08610",Potassium,269.0,mg
"08633",Potassium,262.0,mg
"08635",Potassium,328.0,mg
"08637",Potassium,285.0,mg
"08643",Potassium,212.0,mg
"08655",Potassium,177.0,mg
"08656",Potassium,501.0,mg
"08657",Potassium,315.0,mg
"09003",Potassium,107.0,mg
"09004",Potassium,90.0,mg
"09009",Potassium,640.0,mg
"09011",Potassium,450.0,mg
"09016",Potassium,101.0,mg
"09019",Potassium,74.0,mg
"09021",Potassium,259.0,mg
"09022",Potassium,192.0,mg
"09027",Potassium,140.0,mg
"09032",Potassium,1162.0,mg
"09036",Potassium,114.0,mg
"09037",Potassium,485.0,mg
"09040",Potassium,358.0,mg
"09041",Potassium,1491.0,mg
"09042",Potassium,162.0,mg
"09043",Potassium,135.0,mg
"09044",Potassium,376.0,mg
"09046",Potassium,99.0,mg
"09048",Potassium,140.0,mg
"09050",Potassium,77.0,mg
"09052",Potassium,40.0,mg
"09057",Potassium,139.0,mg
"09059",Potassium,490.0,mg
"09060",Potassium,133.0,mg
"09063",Potassium,173.0,mg
"09066",Potassium,93.0,mg
"09070",Potassium,222.0,mg
"09074",Potassium,145.0,mg
"09078",Potassium,80.0,mg
"09079",Potassium,49.0,mg
"09081",Potassium,28.0,mg
"09084",Potassium,275.0,mg
"09085",Potassium,892.0,mg
"09087",Potassium,656.0,mg
"09089",Potassium,232.0,mg
"09092",Potassium,99.0,mg
"09094",Potassium,680.0,mg
"09105",Potassium,80.0,mg
"09111",Potassium,139.0,mg
"09128",Potassium,162.0,mg
"09131",Potassium,191.0,mg
"09132",Potassium,191.0,mg
"09134",Potassium,103.0,mg
"09135",Potassium,104.0,mg
"09139",Potassium,417.0,mg
"09143",Potassium,225.0,mg
"09148",Potassium,312.0,mg
"09149",Potassium,186.0,mg
"09150",Potassium,138.0,mg
"09152",Potassium,103.0,mg
"09153",Potassium,109.0,mg
"09159",Potassium,102.0,mg
"09160",Potassium,117.0,mg
"09161",Potassium,75.0,mg
"09163",Potassium,214.0,mg
"09164",Potassium,171.0,mg
"09165",Potassium,1110.0,mg
"09167",Potassium,145.0,mg
"09176",Potassium,168.0,mg
"09178",Potassium,279.0,mg
"09181",Potassium,267.0,mg
"09183",Potassium,182.0,mg
"09184",Potassium,228.0,mg
"09190",Potassium,194.0,mg
"09191",Potassium,201.0,mg
"09193",Potassium,8.0,mg
"09195",Potassium,42.0,mg
"09200",Potassium,181.0,mg
"09206",Potassium,200.0,mg
"09207",Potassium,184.0,mg
"09209",Potassium,178.0,mg
"09218",Potassium,166.0,mg
"09219",Potassium,133.0,mg
"09221",Potassium,178.0,mg
"09226",Potassium,182.0,mg
"09229",Potassium,31.0,mg
"09232",Potassium,278.0,mg
"09233",Potassium,278.0,mg
"09236",Potassium,190.0,mg
"09237",Potassium,99.0,mg
"09241",Potassium,92.0,mg
"09246",Potassium,996.0,mg
"09251",Potassium,40.0,mg
"09252",Potassium,116.0,mg
"09253",Potassium,53.0,mg
"09257",Potassium,65.0,mg
"09259",Potassium,533.0,mg
"09262",Potassium,13.0,mg
"09263",Potassium,161.0,mg
"09266",Potassium,109.0,mg
"09267",Potassium,127.0,mg
"09270",Potassium,104.0,mg
"09277",Potassium,499.0,mg
"09278",Potassium,465.0,mg
"09279",Potassium,157.0,mg
"09281",Potassium,126.0,mg
"09284",Potassium,91.0,mg
"09286",Potassium,236.0,mg
"09291",Potassium,732.0,mg
"09294",Potassium,276.0,mg
"09297",Potassium,746.0,mg
"09298",Potassium,749.0,mg
"09302",Potassium,151.0,mg
"09304",Potassium,94.0,mg
"09307",Potassium,288.0,mg
"09309",Potassium,108.0,mg
"09315",Potassium,278.0,mg
"09316",Potassium,153.0,mg
"09317",Potassium,86.0,mg
"09322",Potassium,628.0,mg
"09326",Potassium,112.0,mg
"09328",Potassium,21.0,mg
"09340",Potassium,121.0,mg
"09352",Potassium,54.0,mg
"09409",Potassium,130.0,mg
"09426",Potassium,56.0,mg
"09434",Potassium,25.0,mg
"09436",Potassium,24.0,mg
"09442",Potassium,214.0,mg
"09508",Potassium,165.0,mg
"09513",Potassium,145.0,mg
"09515",Potassium,177.0,mg
"09516",Potassium,184.0,mg
"09519",Potassium,33.0,mg
"09530",Potassium,201.0,mg
"09531",Potassium,201.0,mg
"10007",Potassium,125.0,mg
"10022",Potassium,423.0,mg
"10026",Potassium,438.0,mg
"10089",Potassium,320.0,mg
"10136",Potassium,409.0,mg
"10182",Potassium,297.0,mg
"10220",Potassium,362.0,mg
"10862",Potassium,499.0,mg
"10998",Potassium,999.0,mg
"11001",Potassium,79.0,mg
"11008",Potassium,286.0,mg
"11011",Potassium,202.0,mg
"11012",Potassium,224.0,mg
"11015",Potassium,172.0,mg
"11023",Potassium,602.0,mg
"11025",Potassium,319.0,mg
"11026",Potassium,533.0,mg
"11028",Potassium,80.0,mg
"11032",Potassium,570.0,mg
"11043",Potassium,149.0,mg
"11050",Potassium,109.0,mg
"11052",Potassium,211.0,mg
"11053",Potassium,146.0,mg
"11056",Potassium,96.0,mg
"11080",Potassium,325.0,mg
"11081",Potassium,305.0,mg
"11084",Potassium,148.0,mg
"11086",Potassium,762.0,mg
"11087",Potassium,909.0,mg
"11090",Potassium,316.0,mg
"11091",Potassium,293.0,mg
"11096",Potassium,196.0,mg
"11097",Potassium,343.0,mg
"11098",Potassium,389.0,mg
"11099",Potassium,317.0,mg
"11104",Potassium,308.0,mg
"11105",Potassium,360.0,mg
"11109",Potassium,170.0,mg
"11110",Potassium,196.0,mg
"11112",Potassium,243.0,mg
"11113",Potassium,262.0,mg
"11114",Potassium,230.0,mg
"11117",Potassium,371.0,mg
"11118",Potassium,151.0,mg
"11119",Potassium,238.0,mg
"11124",Potassium,320.0,mg
"11125",Potassium,235.0,mg
"11128",Potassium,179.0,mg
"11134",Potassium,271.0,mg
"11135",Potassium,299.0,mg
"11136",Potassium,142.0,mg
"11141",Potassium,300.0,mg
"11143",Potassium,260.0,mg
"11144",Potassium,284.0,mg
"11147",Potassium,379.0,mg
"11148",Potassium,549.0,mg
"11149",Potassium,125.0,mg
"11152",Potassium,420.0,mg
"11156",Potassium,296.0,mg
"11158",Potassium,569.0,mg
"11161",Potassium,213.0,mg
"11162",Potassium,117.0,mg
"11165",Potassium,521.0,mg
"11168",Potassium,218.0,mg
"11172",Potassium,132.0,mg
"11192",Potassium,418.0,mg
"11203",Potassium,606.0,mg
"11204",Potassium,353.0,mg
"11205",Potassium,147.0,mg
"11206",Potassium,136.0,mg
"11207",Potassium,397.0,mg
"11208",Potassium,232.0,mg
"11209",Potassium,229.0,mg
"11210",Potassium,123.0,mg
"11212",Potassium,436.0,mg
"11213",Potassium,314.0,mg
"11214",Potassium,245.0,mg
"11215",Potassium,401.0,mg
"11216",Potassium,415.0,mg
"11223",Potassium,344.0,mg
"11226",Potassium,429.0,mg
"11232",Potassium,550.0,mg
"11234",Potassium,228.0,mg
"11241",Potassium,350.0,mg
"11242",Potassium,340.0,mg
"11245",Potassium,288.0,mg
"11246",Potassium,180.0,mg
"11250",Potassium,238.0,mg
"11251",Potassium,247.0,mg
"11252",Potassium,141.0,mg
"11253",Potassium,194.0,mg
"11255",Potassium,363.0,mg
"11261",Potassium,356.0,mg
"11264",Potassium,129.0,mg
"11268",Potassium,1534.0,mg
"11269",Potassium,117.0,mg
"11270",Potassium,384.0,mg
"11271",Potassium,162.0,mg
"11278",Potassium,299.0,mg
"11279",Potassium,135.0,mg
"11280",Potassium,211.0,mg
"11282",Potassium,146.0,mg
"11291",Potassium,276.0,mg
"11292",Potassium,159.0,mg
"11296",Potassium,123.0,mg
"11297",Potassium,554.0,mg
"11299",Potassium,367.0,mg
"11300",Potassium,200.0,mg
"11301",Potassium,240.0,mg
"11304",Potassium,244.0,mg
"11305",Potassium,271.0,mg
"11323",Potassium,158.0,mg
"11327",Potassium,117.0,mg
"11329",Potassium,187.0,mg
"11333",Potassium,175.0,mg
"11334",Potassium,166.0,mg
"11344",Potassium,552.0,mg
"11345",Potassium,456.0,mg
"11349",Potassium,183.0,mg
"11351",Potassium,184.0,mg
"11363",Potassium,391.0,mg
"11364",Potassium,573.0,mg
"11370",Potassium,576.0,mg
"11378",Potassium,1098.0,mg
"11391",Potassium,496.0,mg
"11399",Potassium,287.0,mg
"11400",Potassium,346.0,mg
"11403",Potassium,478.0,mg
"11413",Potassium,1001.0,mg
"11417",Potassium,106.0,mg
"11419",Potassium,438.0,mg
"11423",Potassium,230.0,mg
"11424",Potassium,206.0,mg
"11429",Potassium,233.0,mg
"11430",Potassium,227.0,mg
"11431",Potassium,285.0,mg
"11435",Potassium,305.0,mg
"11436",Potassium,216.0,mg
"11438",Potassium,283.0,mg
"11439",Potassium,170.0,mg
"11442",Potassium,226.0,mg
"11444",Potassium,63.0,mg
"11445",Potassium,89.0,mg
"11446",Potassium,356.0,mg
"11453",Potassium,355.0,mg
"11457",Potassium,558.0,mg
"11458",Potassium,466.0,mg
"11461",Potassium,346.0,mg
"11468",Potassium,177.0,mg
"11476",Potassium,140.0,mg
"11478",Potassium,264.0,mg
"11491",Potassium,214.0,mg
"11493",Potassium,117.0,mg
"11502",Potassium,265.0,mg
"11508",Potassium,475.0,mg
"11510",Potassium,230.0,mg
"11519",Potassium,484.0,mg
"11527",Potassium,204.0,mg
"11529",Potassium,237.0,mg
"11530",Potassium,218.0,mg
"11531",Potassium,191.0,mg
"11540",Potassium,217.0,mg
"11546",Potassium,1014.0,mg
"11549",Potassium,297.0,mg
"11557",Potassium,398.0,mg
"11565",Potassium,177.0,mg
"11567",Potassium,182.0,mg
"11569",Potassium,203.0,mg
"11577",Potassium,216.0,mg
"11578",Potassium,185.0,mg
"11581",Potassium,291.0,mg
"11590",Potassium,118.0,mg
"11591",Potassium,330.0,mg
"11594",Potassium,5.0,mg
"11601",Potassium,816.0,mg
"11603",Potassium,150.0,mg
"11609",Potassium,115.0,mg
"11626",Potassium,27.0,mg
"11641",Potassium,262.0,mg
"11642",Potassium,192.0,mg
"11644",Potassium,241.0,mg
"11655",Potassium,292.0,mg
"11657",Potassium,296.0,mg
"11659",Potassium,178.0,mg
"11663",Potassium,1125.0,mg
"11667",Potassium,1363.0,mg
"11669",Potassium,50.0,mg
"11670",Potassium,340.0,mg
"11674",Potassium,535.0,mg
"11715",Potassium,285.0,mg
"11718",Potassium,101.0,mg
"11724",Potassium,299.0,mg
"11766",Potassium,173.0,mg
"11805",Potassium,166.0,mg
"11812",Potassium,100.0,mg
"11816",Potassium,100.0,mg
"11819",Potassium,322.0,mg
"11820",Potassium,187.0,mg
"11821",Potassium,211.0,mg
"11823",Potassium,166.0,mg
"11831",Potassium,379.0,mg
"11833",Potassium,328.0,mg
"11888",Potassium,439.0,mg
"11897",Potassium,670.0,mg
"11901",Potassium,252.0,mg
"11905",Potassium,142.0,mg
"11932",Potassium,109.0,mg
"11935",Potassium,281.0,mg
"11937",Potassium,117.0,mg
"11941",Potassium,23.0,mg
"11943",Potassium,158.0,mg
"11945",Potassium,25.0,mg
"11952",Potassium,302.0,mg
"11954",Potassium,268.0,mg
"11955",Potassium,3427.0,mg
"11957",Potassium,414.0,mg
"11959",Potassium,369.0,mg
"11962",Potassium,1870.0,mg
"11963",Potassium,257.0,mg
"11964",Potassium,195.0,mg
"11965",Potassium,300.0,mg
"11967",Potassium,278.0,mg
"11969",Potassium,261.0,mg
"11974",Potassium,272.0,mg
"11976",Potassium,256.0,mg
"11977",Potassium,305.0,mg
"11979",Potassium,248.0,mg
"11983",Potassium,200.0,mg
"11994",Potassium,274.0,mg
"12014",Potassium,809.0,mg
"12023",Potassium,468.0,mg
"12036",Potassium,645.0,mg
"12061",Potassium,733.0,mg
"12062",Potassium,659.0,mg
"12078",Potassium,659.0,mg
"12104",Potassium,356.0,mg
"12108",Potassium,543.0,mg
"12116",Potassium,101.0,mg
"12117",Potassium,263.0,mg
"12119",Potassium,250.0,mg
"12120",Potassium,680.0,mg
"12142",Potassium,410.0,mg
"12147",Potassium,597.0,mg
"12155",Potassium,441.0,mg
"12157",Potassium,459.0,mg
"12166",Potassium,414.0,mg
"12167",Potassium,592.0,mg
"12179",Potassium,337.0,mg
"12220",Potassium,813.0,mg
"12516",Potassium,788.0,mg
"12529",Potassium,406.0,mg
"12537",Potassium,850.0,mg
"12538",Potassium,483.0,mg
"12563",Potassium,713.0,mg
"12585",Potassium,565.0,mg
"12588",Potassium,447.0,mg
"12632",Potassium,363.0,mg
"12635",Potassium,693.0,mg
"12652",Potassium,1007.0,mg
"12695",Potassium,748.0,mg
"13317",Potassium,305.0,mg
"13327",Potassium,351.0,mg
"13347",Potassium,145.0,mg
"13355",Potassium,210.0,mg
"13804",Potassium,251.0,mg
"13840",Potassium,293.0,mg
"13930",Potassium,336.0,mg
"14016",Potassium,50.0,mg
"14038",Potassium,0.0,mg
"14044",Potassium,179.0,mg
"14064",Potassium,188.0,mg
"14065",Potassium,0.0,mg
"14066",Potassium,500.0,mg
"14067",Potassium,933.0,mg
"14090",Potassium,165.0,mg
"14091",Potassium,67.0,mg
"14093",Potassium,148.0,mg
"14136",Potassium,1.0,mg
"14144",Potassium,1.0,mg
"14145",Potassium,1.0,mg
"14148",Potassium,5.0,mg
"14157",Potassium,1.0,mg
"14167",Potassium,10.0,mg
"14171",Potassium,19.0,mg
"14181",Potassium,224.0,mg
"14185",Potassium,12.0,mg
"14189",Potassium,10.0,mg
"14192",Potassium,712.0,mg
"14202",Potassium,115.0,mg
"14209",Potassium,49.0,mg
"14210",Potassium,115.0,mg
"14216",Potassium,0.0,mg
"14224",Potassium,1033.0,mg
"14237",Potassium,41.0,mg
"14278",Potassium,8.0,mg
"14309",Potassium,0.0,mg
"14347",Potassium,166.0,mg
"14355",Potassium,37.0,mg
"14411",Potassium,0.0,mg
"14460",Potassium,15.0,mg
"14461",Potassium,18.0,mg
"14545",Potassium,9.0,mg
"14555",Potassium,0.0,mg
"14639",Potassium,27.0,mg
"14649",Potassium,20.0,mg
"15002",Potassium,544.0,mg
"15008",Potassium,333.0,mg
"15012",Potassium,181.0,mg
"15014",Potassium,293.0,mg
"15016",Potassium,244.0,mg
"15017",Potassium,528.0,mg
"15020",Potassium,345.0,mg
"15025",Potassium,272.0,mg
"15027",Potassium,185.0,mg
"15029",Potassium,197.0,mg
"15035",Potassium,415.0,mg
"15036",Potassium,435.0,mg
"15040",Potassium,419.0,mg
"15046",Potassium,314.0,mg
"15055",Potassium,357.0,mg
"15060",Potassium,269.0,mg
"15062",Potassium,259.0,mg
"15067",Potassium,430.0,mg
"15068",Potassium,381.0,mg
"15071",Potassium,467.0,mg
"15072",Potassium,221.0,mg
"15084",Potassium,344.0,mg
"15086",Potassium,436.0,mg
"15088",Potassium,397.0,mg
"15089",Potassium,341.0,mg
"15091",Potassium,256.0,mg
"15094",Potassium,384.0,mg
"15101",Potassium,417.0,mg
"15105",Potassium,364.0,mg
"15110",Potassium,418.0,mg
"15114",Potassium,361.0,mg
"15117",Potassium,252.0,mg
"15119",Potassium,207.0,mg
"15121",Potassium,179.0,mg
"15131",Potassium,423.0,mg
"15133",Potassium,434.0,mg
"15138",Potassium,90.0,mg
"15140",Potassium,259.0,mg
"15141",Potassium,259.0,mg
"15146",Potassium,296.0,mg
"15148",Potassium,230.0,mg
"15151",Potassium,170.0,mg
"15152",Potassium,80.0,mg
"15155",Potassium,250.0,mg
"15157",Potassium,46.0,mg
"15160",Potassium,628.0,mg
"15164",Potassium,320.0,mg
"15167",Potassium,156.0,mg
"15170",Potassium,229.0,mg
"15175",Potassium,246.0,mg
"15192",Potassium,289.0,mg
